date,open,high,low,close,volume
2020-06-15,0.0168,0.01697,0.01622,0.01688,6034688.0
2020-06-16,0.01688,0.01781,0.01705,0.01772,10411047.0
2020-06-17,0.01772,0.01778,0.01703,0.01731,4574362.0
2020-06-18,0.01731,0.01745,0.01689,0.01735,6493178.0
2020-06-19,0.01735,0.01851,0.016,0.01842,8223245.0
2020-06-20,0.01842,0.01853,0.01675,0.01703,1778364.0
2020-06-21,0.01703,0.01691,0.01552,0.01673,59312829.0
2020-06-22,0.01673,0.0187,0.01667,0.01715,2082132.0
2020-06-23,0.01715,0.0178,0.01588,0.01665,17692512.0
2020-06-24,0.01665,0.01756,0.0131,0.01636,6378901.0
2020-06-25,0.01636,0.01626,0.0159,0.01617,5449139.0
2020-06-26,0.01617,0.01639,0.01584,0.01612,12434247.0
2020-06-27,0.01612,0.01612,0.01504,0.01558,13003139.0
2020-06-28,0.01558,0.01733,0.01569,0.01733,13845879.0
2020-06-29,0.01733,0.01746,0.01589,0.01599,6677523.0
2020-06-30,0.01599,0.01681,0.01581,0.01654,13260779.0
2020-07-01,0.01654,0.017,0.01645,0.01663,12851715.0
2020-07-02,0.01663,0.01646,0.01591,0.01646,13659371.0
2020-07-03,0.01646,0.0165,0.01605,0.01632,12288347.0
2020-07-04,0.01632,0.01728,0.01627,0.01691,14514169.0
2020-07-05,0.01691,0.01698,0.01644,0.01671,13863733.0
2020-07-06,0.01671,0.01785,0.01664,0.01711,12066807.0
2020-07-07,0.01711,0.01694,0.01666,0.01676,10943152.0
2020-07-08,0.01676,0.01708,0.01671,0.01671,11879664.0
2020-07-09,0.01671,0.01691,0.01635,0.01681,11662665.0
2020-07-10,0.01681,0.01951,0.01672,0.0183,22627442.0
2020-07-11,0.0183,0.01857,0.017,0.01709,14984299.0
2020-07-12,0.01709,0.01832,0.01711,0.01767,13469155.0
2020-07-13,0.01767,0.01783,0.01617,0.01681,29406538.0
2020-07-14,0.01681,0.01777,0.01685,0.01777,13389074.0
2020-07-15,0.01777,0.01802,0.01719,0.01756,14468164.0
2020-07-16,0.01756,0.01854,0.01681,0.01772,17392532.0
2020-07-17,0.01772,0.01859,0.01721,0.01767,19615889.0
2020-07-18,0.01767,0.01771,0.01716,0.01753,12023274.0
2020-07-19,0.01753,0.01797,0.01723,0.0176,13260525.0
2020-07-20,0.0176,0.01787,0.01741,0.01778,11595396.0
2020-07-21,0.01778,0.0185,0.01747,0.01832,12726306.0
2020-07-22,0.01832,0.01927,0.01831,0.01831,2540343.0
2020-07-23,0.01831,0.01913,0.01837,0.01865,743022.0
2020-07-24,0.01865,0.01929,0.01824,0.01881,2380804.0
2020-07-25,0.01881,0.01913,0.01777,0.01786,11005361.0
2020-07-26,0.01786,0.01869,0.0173,0.01809,11126762.0
2020-07-27,0.01809,0.0201,0.01723,0.01734,12624267.0
2020-07-28,0.01734,0.01837,0.01684,0.0176,11993185.0
2020-07-29,0.0176,0.01889,0.01756,0.018,10260079.0
2020-07-30,0.018,0.01834,0.01656,0.01667,10688011.0
2020-07-31,0.01667,0.0185,0.01692,0.01782,10777254.0
2020-08-01,0.01782,0.01866,0.01736,0.0176,2729945.0
2020-08-02,0.0176,0.01803,0.0156,0.01704,1297791.0
2020-08-03,0.01704,0.01775,0.01652,0.01663,8224598.0
2020-08-04,0.01663,0.01679,0.01657,0.01679,10948392.0
2020-08-05,0.01679,0.01763,0.01716,0.01716,7625099.0
2020-08-06,0.01716,0.0173,0.01672,0.01683,4171137.0
2020-08-07,0.01683,0.01694,0.01659,0.01694,11501206.0
2020-08-08,0.01694,0.0173,0.01719,0.0173,3382501.0
2020-08-09,0.0173,0.01718,0.01706,0.01718,1951729.0
2020-08-10,0.01718,0.01749,0.01701,0.01701,12839843.0
2020-08-11,0.01701,0.01663,0.01594,0.01663,69044193.0
2020-08-12,0.01663,0.01689,0.01678,0.01678,4971814.0
2020-08-13,0.01678,0.0224,0.0171,0.0178,60550056.0
2020-08-14,0.0178,0.02237,0.01731,0.01837,50080599.0
2020-08-15,0.01837,0.02064,0.01672,0.01744,7460603.0
2020-08-16,0.01744,0.02062,0.0168,0.018,34122122.0
2020-08-17,0.018,0.02325,0.01845,0.01919,13193935.28
2020-08-18,0.01919,0.022,0.0177,0.01817,51124826.64
2020-08-19,0.01817,0.01917,0.01646,0.01693,105351623.9
2020-08-20,0.01693,0.01768,0.01625,0.01744,43334727.4
2020-08-21,0.01744,0.01706,0.01602,0.01614,8828867.8
2020-08-22,0.01614,0.01681,0.01611,0.01657,7640144.76
2020-08-23,0.01657,0.01678,0.01573,0.01596,29728670.05
2020-08-24,0.01596,0.01669,0.01611,0.01646,7780539.9
2020-08-25,0.01646,0.0162,0.01541,0.01564,16221681.14
2020-08-26,0.01564,0.0172,0.01559,0.0164,45672370.68
2020-08-27,0.0164,0.01722,0.01484,0.01541,50307345.85
2020-08-28,0.01541,0.01592,0.015,0.01523,53135670.03
2020-08-29,0.01523,0.01757,0.01515,0.01619,56880693.47
2020-08-30,0.01619,0.01769,0.01629,0.0164,4255470.53
2020-08-31,0.0164,0.01702,0.01539,0.01562,12044744.91
2020-09-01,0.01562,0.0167,0.01539,0.0155,6565009.29
2020-09-02,0.0155,0.01573,0.01436,0.01539,15400978.54
2020-09-03,0.01539,0.01374,0.0114,0.0116,7823771.68
2020-09-04,0.0116,0.01382,0.0111,0.01308,4638801.35
2020-09-05,0.01308,0.01312,0.01088,0.01149,5553193.86
2020-09-06,0.01149,0.01159,0.01036,0.01108,3554604.11
2020-09-07,0.01108,0.01443,0.011,0.01162,44918276.75
2020-09-08,0.01162,0.01145,0.01053,0.01053,72631148.01
2020-09-09,0.01053,0.01125,0.01054,0.01105,78568435.54
2020-09-10,0.01105,0.01417,0.01107,0.01231,120002134.37
2020-09-11,0.01231,0.01289,0.01185,0.01196,121684979.45
2020-09-12,0.01196,0.01452,0.01128,0.01139,107529394.45
2020-09-13,0.01139,0.01168,0.01054,0.01085,76360027.0
2020-09-14,0.01085,0.01143,0.01025,0.01079,83190747.56
2020-09-15,0.01079,0.01111,0.01014,0.01036,91182869.57
2020-09-16,0.01036,0.01085,0.009971,0.01019,70816916.21
2020-09-17,0.01019,0.01193,0.009741,0.009741,83103716.61
2020-09-18,0.009741,0.01203,0.009625,0.01105,144040644.18
2020-09-19,0.01105,0.01142,0.01086,0.01119,20153490.8
2020-09-20,0.01119,0.01343,0.01059,0.013,59609673.69
2020-09-21,0.013,0.01281,0.01,0.01031,48341412.95
2020-09-22,0.01031,0.01264,0.01022,0.01138,69413420.12
2020-09-23,0.01138,0.01126,0.01024,0.01034,43051280.58
2020-09-24,0.01034,0.01246,0.009991,0.01042,108209485.39
2020-09-25,0.01042,0.01112,0.01016,0.01037,41169222.41
2020-09-26,0.01037,0.01149,0.01041,0.01095,44247644.93
2020-09-27,0.01095,0.01229,0.01078,0.01121,37726538.87
2020-09-28,0.01121,0.01155,0.01081,0.01081,17686258.8
2020-09-29,0.01081,0.01171,0.01095,0.01106,15523364.27
2020-09-30,0.01106,0.011,0.011,0.011,7583117.15
2020-10-01,0.011,0.01084,0.01052,0.01062,9629756.05
2020-10-02,0.01062,0.01058,0.01026,0.01026,15818266.67
2020-10-03,0.01026,0.01076,0.01024,0.01066,17714039.98
2020-10-04,0.01066,0.01089,0.01046,0.01046,22881920.7
