date,price,volume_24h,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap,exchanges,rank
2025-11-13,3407.51,521678411.0,3583.34,3374.31,-4.743587683691,-0.13902,8300654457.0,,
2025-12-05,2997.24,134043804.0,3187.34,3010.68,,,8401640904.0,[],
2025-12-06,1400.28234381553,12659.9205487744,1400.594716979444,1400.126670309136,,,3911787040.628809,,
2025-12-11,1400.186792465118,103341.556020955,1400.40053031312,1399.434896855955,,,3654811385.5824647,,
2025-12-13,1400.270283826932,60464.2093725594,1400.496981230984,1400.114281199438,,,3616422064.411897,,
