date,price,volume_24h,high_24h,low_24h,market_cap,rank
2025-11-20,1.63,923398906.0,1.65,1.51,6025604927.0,
2025-12-06,1.53405363665378,299510572.779145,1.58375960132346,1.51101612677266,15340536366.5378,
2025-12-13,1.61148793291602,311980654.350747,1.66062184054663,1.53822714931721,16114879329.1602,
