date,price,volume_24h,high_24h,low_24h,market_cap
2025-12-06,3.604726990590148e-07,41277995658981.2,3.611395417181742e-07,3.57564953644887e-07,360469094.3320242
2025-12-13,3.606872035736308e-07,47982370219748.1,3.675868660482616e-07,3.572815567928751e-07,360683596.70159507
