date,price,volume_24h,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap
2025-11-13,506.3,291648334.0,531.19,499.81,0.43919776,0.08682,10106841540.0
2025-12-06,584.327732135126,418244.532424565,600.013482177967,557.251048074336,,,11665051321.770144
2025-12-11,562.05822144529,453615.267990873,582.790524616467,552.288368742242,,,11221696079.172218
2025-12-13,578.241269829614,288574.023255457,586.665044018433,572.626966899287,,,11545295237.943012
