date,price,volume_24h,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap
2025-11-13,386.69,177144098.0,391.8,367.52,16.49,4.45408,7127406124.0
2025-12-06,392.4407222356796,230263.617266071,401.6609552899068,389.1088274408278,,,7331970211.909557
2025-12-13,409.7933566963566,284291.690029868,415.3318547657753,395.4271648759608,,,7657361321.542062
