date,price,volume_24h,high_24h,low_24h,market_cap
2025-12-06,1.001172353645564,11579.64,1.001725350079655,0.9980902978346556,16401339.05769365
2025-12-13,1.000865014647362,11586.63,1.001255306081494,0.9981814743322565,16028880.650801448
