date,price,volume_24h,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap
2025-11-13,2.53,363687955.0,2.66,2.49,-0.017898169621642,-0.70197,3238800227.0
2025-12-06,1.71931423493638,46772506.8566827,1.74639851364178,1.66030186851463,,,2203800347.039304
2025-12-13,1.67305771458021,49261384.6731486,1.70773282001105,1.58504051822329,,,2145475042.9286807
