date,price,volume_24h,high_24h,low_24h,market_cap
2025-11-13,1.12,1050808708.0,1.2,1.08,2244755058.0
2025-12-06,0.979119874661423,106108139.177746,1.020342406015409,0.9750929389515599,7832958997.291385
