date,price,volume_24h,high_24h,low_24h,market_cap
2025-12-06,9.001872042831001e-06,0,9.00382318058214e-06,9.00081430913016e-06,18903.931289945103
2025-12-13,9.001867492489229e-06,0,9.003194879342039e-06,9.000734664853531e-06,18903.92173422738
