date,price,volume_24h,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap
2025-11-13,15.13,812827632.0,16.22,14.97,-0.20759668996157,-1.35341,10542334699.0
2025-12-06,13.9250134251526,23179097.6402809,14.0101494076165,13.3517578051096,,,13925013425.1526
