date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-13,101545.0,298477636.0,105017.0,100850.0,12854918828.0,
2025-12-05,88859.0,257988434.0,92526.0,88278.0,11111983962.0,[]
2025-12-06,89600.05189193483,297.32901792,90224.10231919486,88508.6209931083,11196735084.275043,
