date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,0.064059,6498540.0,0.066461,0.063025,64023118.0,"['MEXC', 'XT.COM', 'Ourbit', 'Binance', 'Pionex']"
2025-12-06,0.0524434344150806,24755118.1476079,0.0526439017639741,0.0502911669200545,52443434.41508061,
2025-12-13,0.04887520010634393,121344475.622378,0.05054189108414432,0.04793744492800366,48875200.106343925,
