date,price,volume_24h,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap
2025-11-13,0.124902,20548468.0,0.13072,0.12319,-0.0007584756263084,-0.60359,4511274151.0
2025-12-06,0.104205230678355,67904429.4344679,0.104922478342897,0.102312809720543,,,10234266603.971258
2025-12-13,0.0999835303176371,86266600.4506226,0.102135865687678,0.0980085175018238,,,9821415463.100534
