date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,1.4399e-07,4367456,1.5793e-07,1.42013e-07,100769308,['PancakeSwap (v2)']
2025-12-06,1.538298097428058e-09,0,1.538653339081704e-09,1.538139156382465e-09,0,
2025-12-13,1.538283743955869e-09,0,1.538545969380895e-09,1.538125546060526e-09,0,
