date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,0.337449,251630739.0,0.371047,0.296864,337886143.0,"['OrangeX', 'Gate', 'Bitget', 'Kraken', 'Coinbase Exchange']"
2025-12-06,0.381246480182295,304347919.381441,0.412776274472,0.343021759747031,381239740.36818624,
2025-12-13,0.370346349445387,225019623.546748,0.390920397071563,0.359660657513697,370339790.7935455,
