date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,5.8654e-08,1726227.0,5.9942e-08,5.6832e-08,32032073.0,"['MEXC', 'Gate', 'KCEX', 'LATOKEN', 'BingX']"
2025-12-06,5.52599990544927e-08,65209765387156.9,5.54199997107236e-08,5.29900053457055e-08,55259999.054492705,
