date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,1.11,145820.0,1.11,1.082,688202657.0,"['Cetus', 'iZiSwap (Mantle)', 'Aftermath Finance', 'MANTRA Swap', 'StellarTerm']"
2025-12-06,1.115695923724383,202.87,1.116073904473048,1.11480085670971,694939390.9874084,
