date,price,volume_24h,high_24h,low_24h,market_cap,exchanges,rank
2025-11-13,0.998914,42649832.0,1.001,0.998281,9230947190.0,,
2025-12-05,0.999752,4670796.0,1.001,0.999004,9502534686.0,[],
2025-12-06,0.999100016493447,224334.960946991,1.02198969176721,0.98922473290981,6015379067.758404,,
