date,price,volume_24h,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap
2025-11-13,509.81,2175882490.0,543.68,430.12,57.11,12.61468,8348508847.0
2025-12-06,331.989254079963,2005694.50263151,378.94467011282,328.307236235945,,,5453627992.920988
