date,price,volume_24h,high_24h,low_24h,market_cap
2025-12-06,0.0004483725063464,0,0.0004514572802109,0.0004442823073656,0
2025-12-13,0.000451846335620637,0,0.0004634049837994425,0.0004474992821396875,0
