date,price,volume_24h,high_24h,low_24h,market_cap
2025-12-06,4.43522018486164e-06,42011701130511.8,4.489605918086273e-06,4.331328952611922e-06,1835172600.5410807
2025-12-13,4.407119099176896e-06,75392238408668.2,4.579674620413373e-06,4.211649443182239e-06,1823545141.1716185
