date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,0.060973,3109562.0,0.063817,0.060866,39153294.0,"['MEXC', 'Phemex', 'Toobit', 'Gate', 'XT.COM']"
2025-12-06,0.05788180596030592,29162125.5889967,0.0579851478906501,0.05632770609990619,57881805.96030592,
