date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-13,153.32,5894389061.0,160.79,151.65,85010521639.0,
2025-12-05,131.47,5195803100.0,140.67,131.48,73611147348.0,[]
2025-12-06,133.151435087294,12586790.2356403,134.159416124195,130.890161682393,81952694391.70862,
