date,price,volume_24h,high_24h,low_24h,market_cap
2025-11-20,0.04256884,16254140.0,0.04328192,0.0380665,111095358.0
2025-12-06,0.03516695329466048,122695058.196641,0.03527394832626946,0.03430657753126726,105500859.88398144
