date,price,volume_24h,high_24h,low_24h,market_cap
2025-12-06,4203.013275803457,12652.9901523096,4218.396412419015,4192.217162775005,2194348259.054933
2025-12-13,4302.39852985757,23454.7492906425,4353.782286180053,4265.474960825176,2246236236.774368
