date,price,volume_24h,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap,exchanges
2025-11-13,3403.74,72948740.0,3580.05,3377.28,-15.223041761924,-0.44525,29391268628.0,
2025-12-05,3011.16,57891472.0,3185.88,3009.65,,,26070455882.0,[]
2025-12-06,3054.336633364545,3625.74322935532,3068.280905804571,2984.819007842977,,,26471238332.012527,
