date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-27,6.44,8598297.0,7.36,6.27,83290816.0,"['MEXC', 'Meteora', 'Byreal', 'XT.COM', 'Orca']"
2025-12-06,5.445125358745119,556787.48,6.191573637523468,5.055457370294773,70239774.77715838,
2025-12-13,3.361643413480501,569318.8499,3.802349304042121,3.300269377112961,43363751.09910739,
