date,price,volume_24h,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap
2025-11-13,1.26,102854409,1.3,1.23,0.02579104,2.08445,4108236733
2025-12-06,0.0474104767742312,0,0.0474201354177326,0.0474042886947521,,,0
2025-12-13,0.04740783374616099,0,0.04741682636453474,0.04740386923489526,,,0
