date,price,volume_24h,high_24h,low_24h,market_cap
2025-12-06,144.6253093312038,11517.299,145.8619355254307,142.2128660842565,1142059320.6052425
2025-12-13,144.8225720022733,18000.239,151.9539224635618,141.8115750529145,1157688909.1535914
