date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-20,0.057264,33052183.0,0.057944,0.052066,611362021.0,
2025-11-27,0.052711,19641054.0,0.052683,0.051339,559186196.0,"['MEXC', 'OrangeX', 'XT.COM', 'Ourbit', 'Binance']"
2025-12-06,0.0462107073487684,185395350.339183,0.0463020440075875,0.0446673652644677,499087784.28218865,
