date,price,volume_24h,high_24h,low_24h,market_cap
2025-11-20,0.00102704,4095107.0,0.00104676,0.00094869,37276982.0
2025-12-06,0.0008852527813492598,1521885908.78525,0.0008988267622079179,0.0008445483043249359,36434544.95686078
