date,price,volume_24h,high_24h,low_24h,market_cap,exchanges
2025-11-20,0.08729,7863421.0,0.088941,0.080787,37905191.0,
2025-11-27,0.082855,6842810.0,0.083029,0.080312,35687400.0,"['MEXC', 'Phemex', 'LBank', 'CoinW', 'Binance']"
2025-12-06,0.0771231048439226,34372374.6437672,0.0773673167627164,0.0734330243772247,153866593.80349085,
2025-12-13,0.07300241317708958,37207732.2238276,0.07423146612211677,0.07084390699266051,145645493.36707616,
