date,price,volume_24h,high_24h,low_24h,market_cap
2025-12-06,3289.791706641656,137.165434510104,3310.011251561582,3230.32027289649,7750297026.929377
2025-12-11,3428.475164005783,850.554225191522,3765.326863199904,3407.543652915803,9254070979.0573
2025-12-13,3368.097546875254,862.292660076275,3510.093571830373,3290.561423253841,9118555149.762018
