date,price,volume_24h,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap,exchanges
2025-11-13,0.169832,1720758594.0,0.17815,0.167535,-0.0025360813979485,-1.47132,25772826002.0,
2025-12-05,0.137852,1264077258.0,0.148515,0.137835,,,22280571563.0,[]
2025-12-06,0.140032700581901,6000471904.79579,0.140754546322929,0.137304403852956,,,22628017509.987514,
