date,price,volume_24h,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap
2025-11-13,0.29453,706996097.0,0.300768,0.294129,-0.002968176814,-0.99771,27882919130.0
2025-12-06,0.2877478437576318,2970239387.18838,0.2905892647716843,0.2844683112480762,,,27243814916.274803
